Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2018-01-02,40.47983169555664,40.48923340934084,39.774853761275736,39.98634929298193,102223600
1,2018-01-03,40.472782135009766,41.0179667910744,40.40933670273748,40.543280645459944,118071600
2,2018-01-04,40.66077423095703,40.76417156123102,40.43753195097619,40.54562655211502,89738400
3,2018-01-05,41.12370681762695,41.21065293604508,40.66547194451393,40.75711891913654,94640000
4,2018-01-08,40.970970153808594,41.26705960334316,40.87227008492711,40.970970153808594,82271200
5,2018-01-09,40.966285705566406,41.137829405584206,40.75009281024288,41.01798439637255,86336000
6,2018-01-10,40.95685958862305,40.95921180952505,40.6537207055796,40.69132038298575,95839600
7,2018-01-11,41.18952178955078,41.238871836202,41.00387912695732,41.02737624645928,74670800
8,2018-01-12,41.61485290527344,41.67830193296904,41.2764628718352,41.401008705572366,101672400
9,2018-01-16,41.40337371826172,42.15534981060231,41.3916233634726,41.805209317833715,118263600
10,2018-01-17,42.087196350097656,42.12244382278063,41.14017600316986,41.393964977895756,137547200
11,2018-01-18,42.124786376953125,42.32218295258978,41.88744506184593,42.15063571508985,124773600
12,2018-01-19,41.936798095703125,42.19998876773405,41.69005504782215,41.97204556581299,129700400
13,2018-01-22,41.59370040893555,41.77699439506781,41.49970478014586,41.66419892337951,108434400
14,2018-01-23,41.60309982299805,42.16708437027249,41.55140473555881,41.6642002107323,130756400
15,2018-01-24,40.940425872802734,41.66420377297994,40.70073233007495,41.65245342158767,204420400
16,2018-01-25,40.209598541259766,41.11196959260525,40.07330235344657,41.008572237319115,166116000
17,2018-01-26,40.303592681884766,40.41874038429801,39.962854017878804,40.41874038429801,156572000
18,2018-01-29,39.4693717956543,39.98635497038947,39.26022845555082,39.98635497038947,202561600
19,2018-01-30,39.236717224121094,39.33071283586567,38.70328298392865,38.898327284716245,184192800
20,2018-01-31,39.34481430053711,39.582159151571034,39.12627287588132,39.213219001513885,129915600
21,2018-02-01,39.427066802978516,39.62445976977568,39.187373294322924,39.28372114205843,188923200
22,2018-02-02,37.71631622314453,39.1967704742777,37.622320607648376,39.008775657582504,346375200
23,2018-02-05,36.77400207519531,38.510597661822054,36.65885438275524,37.3873330515657,290954000
24,2018-02-06,38.310855865478516,38.47300138641009,36.18887227786028,36.38391663016176,272975200
25,2018-02-07,37.490726470947266,38.39779825952906,37.38028322232744,38.32495111044428,206434400
26,2018-02-08,36.459110260009766,37.833818773966335,36.4309122878518,37.66697240539024,217562000
27,2018-02-09,36.905059814453125,37.25426593663926,35.44924403446056,37.06078818257288,282690400
28,2018-02-12,38.39155578613281,38.669975998597984,37.164608760767116,37.39820134604815,243278000
29,2018-02-13,38.776153564453125,38.87289425642231,38.1414453371129,38.21223129709824,130196800
30,2018-02-14,39.4910774230957,39.53118862012898,38.43166081828254,38.46941020351671,162579600
31,2018-02-15,40.81712341308594,40.84071632897577,39.875678581235206,40.06207809815335,204588800
32,2018-02-16,40.684993743896484,41.248919598735064,40.529268955862534,40.66847906045923,160704400
33,2018-02-20,40.54814529418945,41.11678397015366,40.4466845808386,40.5953347328144,135722000
34,2018-02-21,40.364097595214844,41.083744521436586,40.3499375255703,40.77936963005102,149886400
35,2018-02-22,40.70150375366211,41.04363161587473,40.515104248149626,40.53633895124801,123967600
36,2018-02-23,41.409358978271484,41.444750152653654,40.94689389784784,40.977568649194346,135249600
37,2018-02-26,42.22809982299805,42.32719869142699,41.57687714461259,41.60991010075557,152648800
38,2018-02-27,42.09125900268555,42.584395262979314,42.03699133201746,42.25878563864765,155712400
39,2018-02-28,42.02754211425781,42.61741892857346,42.0110274356246,42.296525797572855,151128400
40,2018-03-01,41.29137420654297,42.4192183111302,40.73925040980136,42.12663813492217,195208000
41,2018-03-02,41.57688903808594,41.59812374446892,40.689711790193535,40.772296004336106,153816000
42,2018-03-05,41.7208137512207,41.93788801130515,41.178126300848206,41.34093289599223,113605600
43,2018-03-06,41.68541717529297,42.058219779854376,41.55800535869931,41.97799739161679,95154000
44,2018-03-07,41.29846954345703,41.491950933737805,41.11914822589629,41.27723483486239,126814000
45,2018-03-08,41.74912643432617,41.79159584132719,41.30789968230956,41.40463675391944,95096400
46,2018-03-09,42.46642303466797,42.47114305865393,41.855311340290505,41.98980502146482,128740800
47,2018-03-12,42.87697219848633,43.03505877492221,42.520687848637365,42.53956074106664,128828400
48,2018-03-13,42.46405792236328,43.296963804528104,42.29181487826127,43.082247752101196,126774000
49,2018-03-14,42.10306167602539,42.5938397761204,41.95441151869331,42.54665033579508,117473600
50,2018-03-15,42.152587890625,42.527752211173414,42.01573966337583,42.11719672846085,90975200
51,2018-03-16,42.00395584106445,42.26349952019365,41.909573375662355,42.15260237354801,157618800
52,2018-03-19,41.36217498779297,41.874187779718625,40.97521582890189,41.838796600679935,133787200
53,2018-03-20,41.3480110168457,41.71609361338216,41.27722507128344,41.3480110168457,78597600
54,2018-03-21,40.411293029785156,41.31262318028808,40.40893121766546,41.30082492065965,148219600
55,2018-03-22,39.84029006958008,40.74397837568599,39.78130237542928,40.111632022544505,165963200
56,2018-03-23,38.917720794677734,40.09275462767348,38.917720794677734,39.731750235606576,164115200
57,2018-03-26,40.76521682739258,40.84308101598845,39.27164797412221,39.656248893462184,150164800
58,2018-03-27,39.71995544433594,41.326779761121884,39.384905751877014,40.9799318090033,163690400
59,2018-03-28,39.28108596801758,40.11635376925041,38.97671103726807,39.4627690818962,166674000
60,2018-03-29,39.58781814575195,40.52454294910797,39.380180325263105,39.594896380512,153594000
61,2018-04-02,39.328277587890625,39.861528699718626,38.80682833644242,39.318841140039666,150347200
62,2018-04-03,39.73175048828125,39.81669291050325,38.90356457185909,39.55478740867901,121112000
63,2018-04-04,40.49151611328125,40.585894991243535,38.87761353799173,38.90356826947987,138422000
64,2018-04-05,40.77229690551758,41.109704804360064,40.60241205005233,40.72038744410746,107732800
65,2018-04-06,39.729393005371094,40.69678903141309,39.686919993319535,40.34050465406206,140021200
66,2018-04-09,40.1234245300293,40.840713203942585,40.076235101537556,40.08331333579518,116070800
67,2018-04-10,40.87846374511719,41.05542679163285,40.47262820374882,40.819476062945306,113634400
68,2018-04-11,40.68735122680664,41.03655735721723,40.51274636143984,40.637799981120445,89726400
69,2018-04-12,41.08846664428711,41.29138444902093,40.82891935904978,40.91622359153307,91557200
70,2018-04-13,41.22767639160156,41.48958188623348,41.02004216545657,41.23947464998233,100497200
71,2018-04-16,41.48486328125,41.57216390809475,41.2512707387593,41.29846016947747,86313600
72,2018-04-17,42.05585861206055,42.22102339985717,41.62406835232787,41.642944842407815,106421600
73,2018-04-18,41.961483001708984,42.192717342639604,41.734972284471276,41.95440476681549,83018000
74,2018-04-19,40.77229690551758,41.38340858264556,40.73926393919508,40.998807645922376,139235200
75,2018-04-20,39.10175323486328,40.39948218253168,39.03332551053305,40.253193889624896,261964400
76,2018-04-23,38.9885139465332,39.38490958737262,38.717168349229446,39.363674878111304,146062000
77,2018-04-24,38.44581604003906,39.24568894391444,38.03998045927936,39.08996058378793,134768000
78,2018-04-25,38.613338470458984,39.03097230251353,38.32076184714256,38.37030948804236,113528400
79,2018-04-26,38.747840881347656,39.104125295229466,38.5472812600934,38.72424436108592,111852000
80,2018-04-27,38.299530029296875,38.77378977239509,37.90077265907979,38.695925587649484,142623200
81,2018-04-30,38.993221282958984,39.4651228027348,38.18627011618109,38.25469785272939,169709600
82,2018-05-01,39.89927291870117,39.922865833302694,38.99558112200881,39.264564830660426,214277600
83,2018-05-02,41.66183090209961,41.94025109400596,41.008246234203796,41.34565412103842,266157600
84,2018-05-03,41.73733139038086,41.88126150350442,41.15925272631259,41.49902240977298,136272800
85,2018-05-04,43.37482833862305,43.473927225089255,42.03934618231215,42.058222675018506,224805200
86,2018-05-07,43.68864059448242,44.2808756654181,43.5918999254284,43.693357017127035,169805600
87,2018-05-08,43.89863586425781,43.938747057989126,43.33707195137426,43.64852865609634,113611200
88,2018-05-09,44.207740783691406,44.21717723128261,43.7028062299625,44.01662121713993,92844800
89,2018-05-10,44.840091705322266,44.91795590701763,44.27616939636837,44.297407706157095,111957200
90,2018-05-11,44.6695442199707,45.01772962644349,44.399523253135314,44.88272095012894,104848800
91,2018-05-14,44.56532669067383,44.892195521034246,44.496638697297,44.76902697979306,83115200
92,2018-05-15,44.16029739379883,44.30952075048318,43.8429050101206,44.24082914233692,94780800
93,2018-05-16,44.57243728637695,44.63876159628058,44.05608278213679,44.072664763164404,76732400
94,2018-05-17,44.29056930541992,44.74534126899987,44.14134595601487,44.5297972341273,69176000
95,2018-05-18,44.129493713378906,44.48478458041491,44.086860544153275,44.337932178585824,73190800
96,2018-05-21,44.44215774536133,44.83060900411695,44.27161781574119,44.529795015175026,73603200
97,2018-05-22,44.330833435058594,44.73823398074754,44.240825245088246,44.6198036736102,60962800
98,2018-05-23,44.61506652832031,44.64822687055248,43.999227470630196,44.13897798322867,80233600
99,2018-05-24,44.56532669067383,44.72876110585403,44.10582009820154,44.71218274091747,92936000
100,2018-05-25,44.66718292236328,44.920621944783285,44.446900632993504,44.584280247117356,69844000
101,2018-05-29,44.50611114501953,44.70744412716881,44.26214498408461,44.435055847043465,90056400
102,2018-05-30,44.4113655090332,44.52979581705729,44.24082557634202,44.46347513370029,74762000
103,2018-05-31,44.26213836669922,44.58426892145429,44.089231143797164,44.34504102088553,109931200
104,2018-06-01,45.06036376953125,45.06509837950518,44.47057954922888,44.52742739677085,93770000
105,2018-06-04,45.43696975708008,45.813577247196406,45.32327767999337,45.39196566438581,105064800
106,2018-06-05,45.78752517700195,45.93674852187664,45.56250831426814,45.73068094215916,86264000
107,2018-06-06,45.94622039794922,45.9699079047771,45.45828811662611,45.863321352463835,83734400
108,2018-06-07,45.82305145263672,45.998325976607795,45.55776513347636,45.9841149194432,85388800
109,2018-06-08,45.406185150146484,45.47724406684225,44.949045837835435,45.280649296806835,106627200
110,2018-06-11,45.294857025146484,45.470135191540656,45.05326178604334,45.323282758257605,73234000
111,2018-06-12,45.54356002807617,45.621724466901995,45.275906369145886,45.3327542194391,67644400
112,2018-06-13,45.169334411621094,45.68569261294461,45.107751931220506,45.57673510155095,86553600
113,2018-06-14,45.19300079345703,45.375384457711235,45.055621219076464,45.37064623398618,86440400
114,2018-06-15,44.72875213623047,45.04140984417357,44.59137256281962,45.010616811486706,246876800
115,2018-06-18,44.70508575439453,44.818777868079216,44.340318285604106,44.50138542634728,73939600
116,2018-06-19,43.98265075683594,44.13424141475721,43.4520816470083,43.852376688105224,134314000
117,2018-06-20,44.17450714111328,44.340308857943754,43.99212344549659,44.138979492580454,82514800
118,2018-06-21,43.92817306518555,44.61270012628192,43.805004528313106,44.3521519933222,102847600
119,2018-06-22,43.800262451171875,44.09159998206894,43.748152829163494,44.08449445308653,108801600
120,2018-06-25,43.148902893066406,43.80026966118751,42.80782298894085,43.44024047192091,126652400
121,2018-06-26,43.68421173095703,44.18162058475202,43.23654520822434,43.343135401328276,98276800
122,2018-06-27,43.62024688720703,44.35925076748661,43.589453854126795,43.87368583775696,101141200
123,2018-06-28,43.93764877319336,44.10582141804784,43.53498640754718,43.60604532247452,69460800
124,2018-06-29,43.84527587890625,44.337946473744566,43.32418316208717,44.12476971626851,90950800
125,2018-07-02,44.335575103759766,44.36400083965856,43.44498035341005,43.539726782728145,70925200
126,2018-07-03,43.56339645385742,44.51794428051521,43.47338827894892,44.48004572116368,55819200
127,2018-07-05,43.91395950317383,44.15319105336595,43.648676753232714,43.880799159431184,66416800
128,2018-07-06,44.5226936340332,44.631647501648864,43.866588666289246,43.91869829487289,69940800
129,2018-07-09,45.140899658203125,45.1645835528677,44.837718338527814,44.88508974206338,79026400
130,2018-07-10,45.08641815185547,45.30669678234647,45.04614866801793,45.17168811525335,63756400
131,2018-07-11,44.501373291015625,44.95140701169198,44.43741991329218,44.64822571507096,75326000
132,2018-07-12,45.24748611450195,45.33749431095473,44.84008553947182,44.892195167501704,72164400
133,2018-07-13,45.31854248046875,45.439340094547376,45.216690535330684,45.25932732596245,50055600
134,2018-07-16,45.219058990478516,45.63119413029191,45.10299599285655,45.36354410416871,60172400
135,2018-07-17,45.34695053100586,45.4464315260117,44.81401430577131,44.944288328114105,62138000
136,2018-07-18,45.09825897216797,45.42986599670524,44.986934195655486,45.42512777249876,65573600
137,2018-07-19,45.44882583618164,45.60752204900253,44.93010039836923,44.93010039836923,81147200
138,2018-07-20,45.3445930480957,45.57908272489699,45.043779079386574,45.42512478327583,82704800
139,2018-07-23,45.384849548339844,45.4677521854593,44.89928470422262,45.16456736027666,63957600
140,2018-07-24,45.71409225463867,45.870421105923995,45.489075424931066,45.583818211900905,74791600
141,2018-07-25,46.14518737792969,46.15229290734002,45.57908703072764,45.728310376757044,66839600
142,2018-07-26,46.00069046020508,46.41519643581098,45.85857268002952,46.0954332375186,76304000
143,2018-07-27,45.23563766479492,46.23282240945553,45.027202788516604,46.18545101094709,96096000
144,2018-07-30,44.98219680786133,45.524605984308835,44.78323477394917,45.45354708242424,84118000
145,2018-07-31,45.07221603393555,45.510409726214334,44.84719911663309,45.07458695376642,157492000
146,2018-08-01,47.7274169921875,47.788999454934086,46.73497037323326,47.166058455078534,271742800
147,2018-08-02,49.12252426147461,49.35701757841404,47.455027072524146,47.50950400361688,249616000
148,2018-08-03,49.264644622802734,49.44229009850477,48.67012211769446,49.03725682365329,133789600
149,2018-08-06,49.520450592041016,49.56308376799022,49.04672936128364,49.26700799876686,101701600
150,2018-08-07,49.05620193481445,49.62229865799131,48.97329927419024,49.57966548226879,102349600
151,2018-08-08,49.08937072753906,49.22201211600867,48.442742151646364,48.80513866450323,90102000
152,2018-08-09,49.4754524230957,49.688625556788274,49.07752466220787,49.62941039585072,93970400
153,2018-08-10,49.32807540893555,49.70125249242797,49.1236607449897,49.28766832298923,98444800
154,2018-08-13,49.64657974243164,50.14097807241639,49.36848136185547,49.751164492777825,103563600
155,2018-08-14,49.85575485229492,50.04828424305634,49.50159347639141,49.95320916488929,82992000
156,2018-08-15,49.97222137451172,50.09106702726294,49.51823011055048,49.72977522737241,115230400
157,2018-08-16,50.70431900024414,50.82078543704205,50.264588565196455,50.33114185104727,114001600
158,2018-08-17,51.71687316894531,51.80481778879862,50.66627806467737,50.7328313381147,141708000
159,2018-08-20,51.212974548339844,52.09718294178284,51.129781133726645,51.840479502097914,121150800
160,2018-08-21,51.113136291503906,51.624174769984734,50.87306938072752,51.53147530672638,104639200
161,2018-08-22,51.11552429199219,51.426899372571164,50.8279161697023,50.88971824039449,76072400
162,2018-08-23,51.22010040283203,51.590898256757924,51.008555287354746,51.02043695104915,75532800
163,2018-08-24,51.37936019897461,51.55524946688519,51.129783570124175,51.48394496739818,73905600
164,2018-08-27,51.80244445800781,51.992598230563004,51.41976130548505,51.614666292865,82100400
165,2018-08-28,52.22078323364258,52.42044307564237,52.03538429080252,52.05677563954212,91107200
166,2018-08-29,53.000404357910156,53.1216292405119,52.15184831410476,52.32773755257575,109019200
167,2018-08-30,53.48768615722656,54.255428230287826,52.862556723253554,53.064595828898135,195175200
168,2018-08-31,54.105674743652344,54.40040965059459,53.718236742825425,53.83945800678894,173360400
169,2018-09-04,54.27919006347656,54.47409506019683,53.86798509477313,54.291075354871126,109560400
170,2018-09-05,53.925018310546875,54.59055460483575,53.504307365838564,54.4289262790027,133332000
171,2018-09-06,53.0289306640625,54.03911869255451,52.60108559720725,53.7729019693549,137160000
172,2018-09-07,52.601097106933594,53.56849902697806,52.46086007921488,52.73182807636723,150479200
173,2018-09-10,51.895137786865234,52.731812111042935,51.453031859377816,52.51788778213418,158066000
174,2018-09-11,53.20720291137695,53.31416327895251,51.47443117450257,51.819082859748995,142996000
175,2018-09-12,52.54642105102539,53.480546183459964,52.254058120534346,53.46628528477877,197114800
176,2018-09-13,53.815696716308594,54.276818492409205,52.90296284868293,53.12876889444546,166825600
